OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
1489,13125,Citizen Complaint,Not Applicable,CPCO (Informal),2016-03-16,2016,3,16,13:45:00:000,13,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Vehicle Operation,Failure to wear seatbelt,Not Sustained,Incident Location,4300,Michigan,Road,NA,Indianapolis,6999,Unreported,Female,121,2376,White,Male,39,10,16-630,2016-03-16T17:45:00Z
1490,13142,Citizen Complaint,Self-Initiated Activity,CPCO (Formal),2016-03-14,2016,3,14,22:00:00:000,22,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and sops",Sustained,Incident Location,1001,Rural,Street,N,Indianapolis,7016,White,Female,45,329,White,Male,50,28,16-019,2016-03-15T02:00:00Z
1491,13142,Citizen Complaint,Self-Initiated Activity,CPCO (Formal),2016-03-14,2016,3,14,22:00:00:000,22,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Sustained,Incident Location,1001,Rural,Street,N,Indianapolis,7016,White,Female,45,329,White,Male,50,28,16-019,2016-03-15T02:00:00Z
1492,13142,Citizen Complaint,Self-Initiated Activity,CPCO (Formal),2016-03-14,2016,3,14,22:00:00:000,22,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,1001,Rural,Street,N,Indianapolis,7016,White,Female,45,329,White,Male,50,28,16-019,2016-03-15T02:00:00Z
1493,13142,Citizen Complaint,Self-Initiated Activity,CPCO (Formal),2016-03-14,2016,3,14,22:00:00:000,22,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Use of Force,"Unreasonable force (hands, fists, feet)",Exonerated,Incident Location,1001,Rural,Street,N,Indianapolis,7016,White,Female,45,329,White,Male,50,28,16-019,2016-03-15T02:00:00Z
1494,13142,Citizen Complaint,Self-Initiated Activity,CPCO (Formal),2016-03-14,2016,3,14,22:00:00:000,22,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Search/Seizure,Improper warantless search,Not Sustained,Incident Location,1001,Rural,Street,N,Indianapolis,7016,White,Female,45,329,White,Male,50,28,16-019,2016-03-15T02:00:00Z
1495,13143,Citizen Complaint,Warrant Service,CPCO (Informal),2016-01-05,2016,1,5,10:00:00:000,10,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT 2ND RC,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,High School,Road,N,Indianapolis,7018,White,Female,32,1977,White,Male,39,12,16-631,2016-01-05T15:00:00Z
1496,13181,Citizen Complaint,Call For Service,CPCO (Informal),2016-03-17,2016,3,17,14:00:00:000,14,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Sustained,Incident Location,150,Pennsylvania,Street,N,Indianapolis,7045,Unreported,Male,23,2015,Black,Male,42,11,16-632,2016-03-17T18:00:00Z
1497,13208,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-02-07,2016,2,7,17:03:00:000,17,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,1100,Pleasant Run Parkway North,Drive,E,Indianapolis,7066,Black,Female,35,2305,White,Male,40,11,16-020,2016-02-07T22:03:00Z
1498,13208,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-02-07,2016,2,7,17:03:00:000,17,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Bias-Based Profiling,Race,Exonerated,Incident Location,1100,Pleasant Run Parkway North,Drive,E,Indianapolis,7066,Black,Female,35,2305,White,Male,40,11,16-020,2016-02-07T22:03:00Z
1499,13239,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-02-17,2016,2,17,14:00:00:000,14,ADMINISTRATION DIVISION,TRAINING BUREAU,FTO SECTION,Unreported,Citizen Interaction,"Rude, demeaning, or affronting gestures",Exonerated,Incident Location,3400,Stop 11,Road,E,Indianapolis,7090,White,Female,41,2145,White,Male,48,19,16-633,2016-02-17T19:00:00Z
1500,13246,Citizen Complaint,Self-Initiated Activity,CPCO (Informal),2016-03-23,2016,3,23,04:35:00:000,4,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Vehicle Operation,Other moving traffic violation,Exonerated,Incident Location,4000,10th,Street,E,Indianapolis,7092,White,Male,23,1116,White,Male,49,15,16-634,2016-03-23T08:35:00Z
1501,13246,Citizen Complaint,Self-Initiated Activity,CPCO (Informal),2016-03-23,2016,3,23,04:35:00:000,4,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Vehicle Operation,Intimidation/improper display of police authority,Exonerated,Incident Location,4000,10th,Street,E,Indianapolis,7092,White,Male,23,1116,White,Male,49,15,16-634,2016-03-23T08:35:00Z
1502,13253,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-03-20,2016,3,20,12:18:00:000,12,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,8200,Allisonville,Road,NA,Indianapolis,7094,White,Male,36,982,White,Male,43,17,16-635,2016-03-20T16:18:00Z
1503,13376,Citizen Complaint,Self-Initiated Activity,CPCO (Formal),2016-03-26,2016,3,26,05:00:00:000,5,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,7190,Pendleton Pike,NA,NA,Indianapolis,7166,Black,Male,30,3232,White,Female,32,1,16-021,2016-03-26T09:00:00Z
1504,13376,Citizen Complaint,Self-Initiated Activity,CPCO (Formal),2016-03-26,2016,3,26,05:00:00:000,5,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,7190,Pendleton Pike,NA,NA,Indianapolis,7166,Black,Male,30,3232,White,Female,32,1,16-021,2016-03-26T09:00:00Z
1505,13484,Citizen Complaint,Call For Service,CPCO (Formal),2016-03-24,2016,3,24,15:00:00:000,15,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,1757,Kelly,Street,E,Indianapolis,7246,White,Male,26,739,White,Male,59,34,16-022,2016-03-24T19:00:00Z
1506,13489,Citizen Complaint,Call For Service,CPCO (Formal),2016-03-25,2016,3,25,16:30:00:000,16,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Citizen Interaction,Failure to make a report when approached by a citizen,Exonerated,Incident Location,1757,Kelly,Street,E,Indianapolis,7248,White,Male,26,739,White,Male,59,34,16-023,2016-03-25T20:30:00Z
1507,13489,Citizen Complaint,Call For Service,CPCO (Formal),2016-03-25,2016,3,25,16:30:00:000,16,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,1757,Kelly,Street,E,Indianapolis,7248,White,Male,26,739,White,Male,59,34,16-023,2016-03-25T20:30:00Z
1508,13489,Citizen Complaint,Call For Service,CPCO (Formal),2016-03-25,2016,3,25,16:30:00:000,16,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Exonerated,Incident Location,1757,Kelly,Street,E,Indianapolis,7248,White,Male,26,967,White,Female,54,32,16-023,2016-03-25T20:30:00Z
1509,13630,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2016-04-09,2016,4,9,10:00:00:000,10,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,400,Indiana,Avenue,NA,Indianapolis,7331,Unreported,Female,121,2312,White,Male,42,16,16-636,2016-04-09T14:00:00Z
1510,13630,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2016-04-09,2016,4,9,10:00:00:000,10,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Off-Duty Employment,Failure to mark out of service at ode location when required,Not Sustained,Incident Location,400,Indiana,Avenue,NA,Indianapolis,7331,Unreported,Female,121,2312,White,Male,42,16,16-636,2016-04-09T14:00:00Z
1511,13675,Citizen Complaint,Investigation,CPCO (Informal),2016-04-13,2016,4,13,12:40:00:000,12,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DAY SHIFT,NW DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,1213,Bitteroot,Court,NA,Indianapolis,7367,White,Male,121,1789,White,Male,36,9,16-638,2016-04-13T16:40:00Z
1512,13646,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2016-04-09,2016,4,9,09:00:00:000,9,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,EVENT PLANNING SECTION,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,200,Meridian,Street,N,Indianapolis,7338,Unreported,Male,121,1594,White,Male,56,29,16-637,2016-04-09T13:00:00Z
1513,13646,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2016-04-09,2016,4,9,09:00:00:000,9,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,EVENT PLANNING SECTION,Unreported,Citizen Interaction,Failure to provide name or badge number,Exonerated,Incident Location,200,Meridian,Street,N,Indianapolis,7338,Unreported,Male,121,1594,White,Male,56,29,16-637,2016-04-09T13:00:00Z
1514,13646,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2016-04-09,2016,4,9,09:00:00:000,9,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,EVENT PLANNING SECTION,Unreported,Off-Duty Employment,Failure to mark out of service at ode location when required,Sustained,Incident Location,200,Meridian,Street,N,Indianapolis,7338,Unreported,Male,121,1594,White,Male,56,29,16-637,2016-04-09T13:00:00Z
1515,13691,Citizen Complaint,Call For Service,CPCO (Informal),2016-04-14,2016,4,14,03:07:00:000,3,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,7376,Meridian Hills,Court,NA,Indianapolis,7388,Unreported,Female,121,2550,White,Male,35,8,16-639,2016-04-14T07:07:00Z
1516,13691,Citizen Complaint,Call For Service,CPCO (Informal),2016-04-14,2016,4,14,03:07:00:000,3,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Substandard Performance,Failure to complete an incident report when necessary,Not Sustained,Incident Location,7376,Meridian Hills,Court,NA,Indianapolis,7388,Unreported,Female,121,2550,White,Male,35,8,16-639,2016-04-14T07:07:00Z
1517,13736,Citizen Complaint,Not Applicable,CPCO (Informal),2016-04-15,2016,4,15,12:24:00:000,12,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DETECTIVE SECTION,SW DETECTIVE DAY SHIFT,Citizen Interaction,Intimidation/improper display of police authority,Not Sustained,Incident Location,1200,Washington,Street,E,Indianapolis,7429,Black,Female,121,2335,White,Male,42,14,16-640,2016-04-15T16:24:00Z
1518,13736,Citizen Complaint,Not Applicable,CPCO (Informal),2016-04-15,2016,4,15,12:24:00:000,12,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DETECTIVE SECTION,SW DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,1200,Washington,Street,E,Indianapolis,7429,Black,Female,121,2335,White,Male,42,14,16-640,2016-04-15T16:24:00Z
1519,13736,Citizen Complaint,Not Applicable,CPCO (Informal),2016-04-15,2016,4,15,12:24:00:000,12,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DETECTIVE SECTION,SW DETECTIVE DAY SHIFT,Vehicle Operation,Aggressive or unsafe driving,Not Sustained,Incident Location,1200,Washington,Street,E,Indianapolis,7429,Black,Female,121,2335,White,Male,42,14,16-640,2016-04-15T16:24:00Z
1520,13750,Citizen Complaint,Not Applicable,CPCO (Informal),2016-04-18,2016,4,18,09:27:00:000,9,OPERATIONS DIVISION,EAST DISTRICT/DOWNTOWN DISTRICT,Unreported,Unreported,Vehicle Operation,Improper parking,Not Sustained,Incident Location,224,Lynhurst Gardens,Way,NA,Indianapolis,7440,Unreported,Female,121,2844,Black,Male,36,7,16-641,2016-04-18T13:27:00Z
1521,13750,Citizen Complaint,Not Applicable,CPCO (Informal),2016-04-18,2016,4,18,09:27:00:000,9,OPERATIONS DIVISION,EAST DISTRICT/DOWNTOWN DISTRICT,Unreported,Unreported,Vehicle Operation,Improper parking,Sustained,Incident Location,224,Lynhurst Gardens,Way,NA,Indianapolis,7440,Unreported,Female,121,3027,Black,Female,29,6,16-641,2016-04-18T13:27:00Z
1522,13751,Citizen Complaint,Not Applicable,CPCO (Informal),2016-02-16,2016,2,16,18:30:00:000,18,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Vehicle Operation,Other moving traffic violation,Unfounded,Incident Location,7900,Carroll,Road,NA,Lawrence,7441,Unreported,Male,121,2529,Hispanic,Male,44,8,16-642,2016-02-16T23:30:00Z
1523,13754,Citizen Complaint,Call For Service,CPCO (Informal),2016-04-13,2016,4,13,13:00:00:000,13,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,9374,Benchmark,Drive,NA,Indianapolis,7444,Black,Female,24,3208,Other,Male,29,1,16-643,2016-04-13T17:00:00Z
1524,13890,Citizen Complaint,Self-Initiated Activity,CPCO (Informal),2016-04-24,2016,4,24,21:50:00:000,21,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Field Operations,Improper towing of a vehicle,Exonerated,Incident Location,1438,Goldenrod,Drive,NA,Indianapolis,7527,Unreported,Female,121,2874,White,Male,26,1,16-645,2016-04-25T01:50:00Z
1525,13914,Citizen Complaint,Call For Service,CPCO (Formal),2016-04-17,2016,4,17,13:30:00:000,13,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,10026,Northwind,Drive,NA,Indianapolis,7549,White,Female,39,648,White,Male,51,17,16-024,2016-04-17T17:30:00Z
1526,13966,Citizen Complaint,Investigation,CPCO (Informal),2016-04-27,2016,4,27,17:07:00:000,17,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting gestures",Unfounded,Incident Location,817,Broken Bow,Trail,NA,Indianapolis,7579,Hispanic,Female,121,2581,White,Female,32,8,16-646,2016-04-27T21:07:00Z
1527,13982,Citizen Complaint,Investigation,CPCO (Informal),2016-04-29,2016,4,29,12:00:00:000,12,CRIMINAL INVESTIGATION DIVISION,INVESTIGATIVE SUPPORT,INVESTIGATIVE SUPPORT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,1960,Bluff,Road,NA,Indianapolis,7592,White,Male,121,1198,White,Male,56,32,16-648,2016-04-29T16:00:00Z
1528,14036,Citizen Complaint,Call For Service,CPCO (Informal),2016-04-21,2016,4,21,17:30:00:000,17,RESERVES,PLATOON 3,SQUAD 1,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,412,Riley,Avenue,N,Indianapolis,7639,White,Male,121,2440,Unreported,Male,58,15,16-650,2016-04-21T21:30:00Z
1529,14104,Citizen Complaint,Traffic Stop,CPCO (Formal),2016-05-01,2016,5,1,13:30:00:000,13,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,5370,Southeastern,Avenue,NA,Indianapolis,7691,White,Female,43,198,White,Male,51,29,16-025,2016-05-01T17:30:00Z
1530,14188,Citizen Complaint,Investigation,CPCO (Informal),2016-05-08,2016,5,8,10:30:00:000,10,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,1849,West View,Drive,NA,Indianapolis,7749,White,Male,55,591,White,Male,52,27,16-651,2016-05-08T14:30:00Z
1531,14240,Citizen Complaint,Traffic Stop,CPCO (Informal),2016-05-14,2016,5,14,19:00:00:000,19,RESERVES,PLATOON 3,SQUAD 1,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,3000,Lafayette,Road,NA,Indianapolis,7778,Black,Female,121,1534,White,Male,46,13,16-652,2016-05-14T23:00:00Z
1532,13477,Citizen Complaint,Call For Service,CPCO (Informal),2016-03-29,2016,3,29,19:30:00:000,19,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,7339,Combs,Road,NA,Indianapolis,4694,White,Male,57,3318,White,Female,24,Unreported,16-653,2016-03-29T23:30:00Z
1533,14266,Citizen Complaint,Investigation,CPCO (Formal),2016-05-11,2016,5,11,14:00:00:000,14,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,185,Berwick,Avenue,N,Indianapolis,7814,White,Female,18,1078,White,Male,48,21,16-026,2016-05-11T18:00:00Z
1534,14266,Citizen Complaint,Investigation,CPCO (Formal),2016-05-11,2016,5,11,14:00:00:000,14,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,185,Berwick,Avenue,N,Indianapolis,7814,White,Female,18,1078,White,Male,48,21,16-026,2016-05-11T18:00:00Z
1535,14266,Citizen Complaint,Investigation,CPCO (Formal),2016-05-11,2016,5,11,14:00:00:000,14,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,Unreported,Breach of Discipline,Conduct detrimental to the efficient operation and/or general discipline of the department,Not Sustained,Incident Location,185,Berwick,Avenue,N,Indianapolis,7814,White,Female,18,1078,White,Male,48,21,16-026,2016-05-11T18:00:00Z
1536,14266,Citizen Complaint,Investigation,CPCO (Formal),2016-05-11,2016,5,11,14:00:00:000,14,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,Unreported,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Not Sustained,Incident Location,185,Berwick,Avenue,N,Indianapolis,7814,White,Female,18,1078,White,Male,48,21,16-026,2016-05-11T18:00:00Z
1537,14299,Citizen Complaint,Not Applicable,CPCO (Informal),2016-05-18,2016,5,18,10:00:00:000,10,CRIMINAL INVESTIGATION DIVISION,ORGANIZED CRIME,GRAND JURY SECTION,PROSECUTOR LIAISON UNIT,Vehicle Operation,Aggressive or unsafe driving,Unfounded,Incident Location,100,Senate,Ave,N,Indianapolis,7845,White,Female,121,2167,White,Male,43,18,16-655,2016-05-18T14:00:00Z
1538,14305,Citizen Complaint,Not Applicable,CPCO (Informal),2016-05-17,2016,5,17,08:45:00:000,8,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Vehicle Operation,Improper parking,Sustained,Incident Location,100,Alabama,Street,N,Indianapolis,7851,White,Male,33,2753,Black,Male,33,9,16-654,2016-05-17T12:45:00Z
1539,14306,Citizen Complaint,Arrest,CPCO (Formal),2016-04-13,2016,4,13,18:00:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2900,Post,Road,N,Indianapolis,7829,Black,Female,22,2874,White,Male,26,1,16-028,2016-04-13T22:00:00Z
1540,14306,Citizen Complaint,Arrest,CPCO (Formal),2016-04-13,2016,4,13,18:00:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Exonerated,Incident Location,2900,Post,Road,N,Indianapolis,7829,Black,Female,22,2874,White,Male,26,1,16-028,2016-04-13T22:00:00Z
1541,14306,Citizen Complaint,Arrest,CPCO (Formal),2016-04-13,2016,4,13,18:00:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,2900,Post,Road,N,Indianapolis,7829,Black,Female,22,2874,White,Male,26,1,16-028,2016-04-13T22:00:00Z
1542,14306,Citizen Complaint,Arrest,CPCO (Formal),2016-04-13,2016,4,13,18:00:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Prisoner Handling/Trans.,Failure to discover handgun during search,Sustained,Incident Location,2900,Post,Road,N,Indianapolis,7829,Black,Female,22,2874,White,Male,26,1,16-028,2016-04-13T22:00:00Z
1543,14306,Citizen Complaint,Arrest,CPCO (Formal),2016-04-13,2016,4,13,18:00:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and sops",Sustained,Incident Location,2900,Post,Road,N,Indianapolis,7829,Black,Female,22,2874,White,Male,26,1,16-028,2016-04-13T22:00:00Z
1544,14306,Citizen Complaint,Arrest,CPCO (Formal),2016-04-13,2016,4,13,18:00:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2900,Post,Road,N,Indianapolis,7376,Black,Male,22,2874,White,Male,26,1,16-028,2016-04-13T22:00:00Z
1545,14306,Citizen Complaint,Arrest,CPCO (Formal),2016-04-13,2016,4,13,18:00:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Exonerated,Incident Location,2900,Post,Road,N,Indianapolis,7376,Black,Male,22,2874,White,Male,26,1,16-028,2016-04-13T22:00:00Z
1546,14306,Citizen Complaint,Arrest,CPCO (Formal),2016-04-13,2016,4,13,18:00:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,2900,Post,Road,N,Indianapolis,7376,Black,Male,22,2874,White,Male,26,1,16-028,2016-04-13T22:00:00Z
1547,14306,Citizen Complaint,Arrest,CPCO (Formal),2016-04-13,2016,4,13,18:00:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Prisoner Handling/Trans.,Failure to discover handgun during search,Sustained,Incident Location,2900,Post,Road,N,Indianapolis,7376,Black,Male,22,2874,White,Male,26,1,16-028,2016-04-13T22:00:00Z
