OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
819,5663,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (FORMAL),2014-11-14,2014,11,14,20:20:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2041,BLACK,FEMALE,46,3102,WHITE,MALE,31,6,14-073,2014-11-15T01:20:00Z
820,5663,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (FORMAL),2014-11-14,2014,11,14,20:20:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,USE OF FORCE,UNREASONABLE FORCE (HANDCUFF MARKS),EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2041,BLACK,FEMALE,46,3102,WHITE,MALE,31,6,14-073,2014-11-15T01:20:00Z
821,5663,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (FORMAL),2014-11-14,2014,11,14,20:20:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,ACT OR OMMISSION CONTRARY TO THE OBECTIVES OF THE DEPARTMENT,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2041,BLACK,FEMALE,46,3102,WHITE,MALE,31,6,14-073,2014-11-15T01:20:00Z
822,5675,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2014-11-13,2014,11,13,17:10:00:000,17,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE TACTICAL SHIFT,UNREPORTED,NEGLECT OF DUTY,FAILURE TO TAKE REQUIRED ACTION WHILE OFF DUTY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2047,WHITE,MALE,99999,386,WHITE,MALE,42,12,14-788,2014-11-13T22:10:00Z
823,5676,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2014-09-16,2014,9,16,16:15:00:000,16,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE TACTICAL SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2048,WHITE,FEMALE,99999,2238,WHITE,MALE,42,12,14-793,2014-09-16T20:15:00Z
824,5832,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2014-11-21,2014,11,21,12:30:00:000,12,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,VEHICLE OPERATION,SPEEDING,SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2124,WHITE,MALE,99999,2332,WHITE,MALE,46,17,14-794,2014-11-21T17:30:00Z
825,5833,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2014-07-30,2014,7,30,07:23:00:000,7,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,SUBSTANDARD PERFORMANCE,ACT OR OMMISSION CONTRARY TO THE OBECTIVES OF THE DEPARTMENT,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2125,UNREPORTED,FEMALE,99999,3200,WHITE,MALE,33,99999,14-795,2014-07-30T11:23:00Z
826,5833,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2014-07-30,2014,7,30,07:23:00:000,7,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,VIOLATION OF ANY LAW,"MEMBERS SHALL OBEY ALL FEDERAL, STATE, AND/OR LOCAL LAWS.",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2125,UNREPORTED,FEMALE,99999,3200,WHITE,MALE,33,99999,14-795,2014-07-30T11:23:00Z
827,5833,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2014-07-30,2014,7,30,07:23:00:000,7,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,SUBSTANDARD PERFORMANCE,ACT OR OMMISSION CONTRARY TO THE OBECTIVES OF THE DEPARTMENT,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2125,UNREPORTED,FEMALE,99999,2937,WHITE,FEMALE,31,3,14-795,2014-07-30T11:23:00Z
828,5865,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2014-12-01,2014,12,1,11:00:00:000,11,ADMINISTRATION DIVISION,ADMINISTRATIVE SUPPORT BRANCH,HUMAN RESOURCES SECTION,PERSONNEL INVESTIGATIONS UNIT,VEHICLE OPERATION,TEXTING WHILE DRIVING,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2146,WHITE,MALE,99999,808,WHITE,MALE,51,25,14-796,2014-12-01T16:00:00Z
829,5868,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2014-06-22,2014,6,22,16:00:00:000,16,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,FORFEITURE INVESTIGATIONS UNIT,SUBSTANDARD PERFORMANCE,FAILURE TO SUBMIT EVIDENCE OR PROPERTY TO PROPERTY ROOM AS REQUIRED,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2147,BLACK,MALE,36,2456,WHITE,MALE,36,7,14-797,2014-06-22T20:00:00Z
830,5868,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2014-06-22,2014,6,22,16:00:00:000,16,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,FORFEITURE INVESTIGATIONS UNIT,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2147,BLACK,MALE,36,2456,WHITE,MALE,36,7,14-797,2014-06-22T20:00:00Z
831,5868,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2014-06-22,2014,6,22,16:00:00:000,16,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,FORFEITURE INVESTIGATIONS UNIT,USE OF FORCE,"UNREASONABLE FORCE (HANDS, FISTS, FEET)",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2147,BLACK,MALE,36,2456,WHITE,MALE,36,7,14-797,2014-06-22T20:00:00Z
832,5868,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2014-06-22,2014,6,22,16:00:00:000,16,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,FORFEITURE INVESTIGATIONS UNIT,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2147,BLACK,MALE,36,2456,WHITE,MALE,36,7,14-797,2014-06-22T20:00:00Z
833,5868,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2014-06-22,2014,6,22,16:00:00:000,16,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,FORFEITURE INVESTIGATIONS UNIT,NEGLECT OF DUTY,UNWARRANTED HOLDING OF PROPERTY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2147,BLACK,MALE,36,270,BLACK,FEMALE,65,32,14-797,2014-06-22T20:00:00Z
834,5869,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2014-11-30,2014,11,30,19:51:00:000,19,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,VEHICLE OPERATION,AGGRESSIVE OR UNSAFE DRIVING,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2148,WHITE,MALE,29,3023,WHITE,MALE,28,4,14-798,2014-12-01T00:51:00Z
835,5895,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-27,2014,11,27,03:00:00:000,3,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2173,BLACK,MALE,61,3024,WHITE,MALE,27,4,14-074,2014-11-27T08:00:00Z
836,5895,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-27,2014,11,27,03:00:00:000,3,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,USE OF FORCE,UNREASONABLE FORCE (LESS LETHAL WEAPON),EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2173,BLACK,MALE,61,3024,WHITE,MALE,27,4,14-074,2014-11-27T08:00:00Z
837,5895,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-27,2014,11,27,03:00:00:000,3,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,CONDUCT DETRIMENTAL TO THE EFFICIENT OPERATION AND/OR GENERAL DISCIPLINE OF THE DEPARTMENT,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2173,BLACK,MALE,61,3024,WHITE,MALE,27,4,14-074,2014-11-27T08:00:00Z
838,5895,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-27,2014,11,27,03:00:00:000,3,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,USE OF FORCE,UNREASONABLE FORCE (LESS LETHAL WEAPON),EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2173,BLACK,MALE,61,3024,WHITE,MALE,27,4,14-074,2014-11-27T08:00:00Z
839,5895,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-27,2014,11,27,03:00:00:000,3,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,CONDUCT DETRIMENTAL TO THE EFFICIENT OPERATION AND/OR GENERAL DISCIPLINE OF THE DEPARTMENT,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2173,BLACK,MALE,61,3099,WHITE,MALE,32,6,14-074,2014-11-27T08:00:00Z
840,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,2959,WHITE,MALE,39,5,14-075,2014-11-28T22:26:00Z
841,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,2959,WHITE,MALE,39,5,14-075,2014-11-28T22:26:00Z
842,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,2959,WHITE,MALE,39,5,14-075,2014-11-28T22:26:00Z
843,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,3000,WHITE,MALE,33,4,14-075,2014-11-28T22:26:00Z
844,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,3000,WHITE,MALE,33,4,14-075,2014-11-28T22:26:00Z
845,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,3000,WHITE,MALE,33,4,14-075,2014-11-28T22:26:00Z
846,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,2959,WHITE,MALE,39,5,14-075,2014-11-28T22:26:00Z
847,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,2959,WHITE,MALE,39,5,14-075,2014-11-28T22:26:00Z
848,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,2959,WHITE,MALE,39,5,14-075,2014-11-28T22:26:00Z
849,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,3000,WHITE,MALE,33,4,14-075,2014-11-28T22:26:00Z
850,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,3000,WHITE,MALE,33,4,14-075,2014-11-28T22:26:00Z
851,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,3000,WHITE,MALE,33,4,14-075,2014-11-28T22:26:00Z
852,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,2959,WHITE,MALE,39,5,14-076,2014-11-28T22:26:00Z
853,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,2959,WHITE,MALE,39,5,14-076,2014-11-28T22:26:00Z
854,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,2959,WHITE,MALE,39,5,14-076,2014-11-28T22:26:00Z
855,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,3000,WHITE,MALE,33,4,14-076,2014-11-28T22:26:00Z
856,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,3000,WHITE,MALE,33,4,14-076,2014-11-28T22:26:00Z
857,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2224,WHITE,FEMALE,23,3000,WHITE,MALE,33,4,14-076,2014-11-28T22:26:00Z
858,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,2959,WHITE,MALE,39,5,14-076,2014-11-28T22:26:00Z
859,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,2959,WHITE,MALE,39,5,14-076,2014-11-28T22:26:00Z
860,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,2959,WHITE,MALE,39,5,14-076,2014-11-28T22:26:00Z
861,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,3000,WHITE,MALE,33,4,14-076,2014-11-28T22:26:00Z
862,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,3000,WHITE,MALE,33,4,14-076,2014-11-28T22:26:00Z
863,5972,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-11-28,2014,11,28,17:26:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,2225,WHITE,MALE,19,3000,WHITE,MALE,33,4,14-076,2014-11-28T22:26:00Z
864,5979,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-10-18,2014,10,18,13:44:00:000,13,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,ANIMAL INCIDENTS,OFFICER INVOLVED SHOOTING (ANIMAL INJURED),EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2226,WHITE,FEMALE,39,1814,WHITE,MALE,40,8,14-077,2014-10-18T17:44:00Z
865,5979,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-10-18,2014,10,18,13:44:00:000,13,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,ANIMAL INCIDENTS,UNREASONABLE FORCE (FIREARM),EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2226,WHITE,FEMALE,39,1814,WHITE,MALE,40,8,14-077,2014-10-18T17:44:00Z
866,5979,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-10-18,2014,10,18,13:44:00:000,13,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,USE OF FORCE,UNREASONABLE FORCE (FIREARM),EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2226,WHITE,FEMALE,39,1814,WHITE,MALE,40,8,14-077,2014-10-18T17:44:00Z
867,5979,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2014-10-18,2014,10,18,13:44:00:000,13,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,ANIMAL INCIDENTS,OFFICER INVOLVED SHOOTING (ANIMAL INJURED),EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,2226,WHITE,FEMALE,39,1814,WHITE,MALE,40,8,14-077,2014-10-18T17:44:00Z
868,4146,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2014-07-23,2014,7,23,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,VIOLATION OF ANY RULE,"FAILURE TO OBEY ALL ORDERS, RULES, REGULATIONS, POLICIES, AND SOPS",SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,1012,BLACK,FEMALE,42,1880,WHITE,MALE,33,10,14-050,2014-07-24T02:45:00Z
869,4146,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2014-07-23,2014,7,23,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,1012,BLACK,FEMALE,42,1880,WHITE,MALE,33,10,14-050,2014-07-24T02:45:00Z
870,4146,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2014-07-23,2014,7,23,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,OFF-DUTY EMPLOYMENT,WORKING WITHOUT AN APPROVED WORK PERMIT,SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,1012,BLACK,FEMALE,42,1880,WHITE,MALE,33,10,14-050,2014-07-24T02:45:00Z
871,4146,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2014-07-23,2014,7,23,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,OFF-DUTY EMPLOYMENT,UNREPORTED,SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,1012,BLACK,FEMALE,42,1880,WHITE,MALE,33,10,14-050,2014-07-24T02:45:00Z
872,4146,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2014-07-23,2014,7,23,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,1012,BLACK,FEMALE,42,1880,WHITE,MALE,33,10,14-050,2014-07-24T02:45:00Z
873,4146,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2014-07-23,2014,7,23,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,USE OF FORCE,MISTREATMENT OF PERSON IN CUSTODY,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,1012,BLACK,FEMALE,42,1880,WHITE,MALE,33,10,14-050,2014-07-24T02:45:00Z
874,4146,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (FORMAL),2014-07-23,2014,7,23,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,ACT OR OMMISSION CONTRARY TO THE OBECTIVES OF THE DEPARTMENT,SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,1012,BLACK,FEMALE,42,1880,WHITE,MALE,33,10,14-050,2014-07-24T02:45:00Z
